realization_idx,V0,log10_V0,outcome,extincted,integrated,T_int_hours,handoff_time_hours
62,10,1.0,integrated,False,True,53.09012516416939,43.53599999999786
63,10,1.0,integrated,False,True,53.944904044491736,43.775999999997836
64,10,1.0,integrated,False,True,53.947371623175016,43.775999999997836
65,10,1.0,integrated,False,True,53.398132592764526,43.55999999999786
66,10,1.0,integrated,False,True,53.82807635637231,43.89599999999783
67,10,1.0,integrated,False,True,53.79124207620684,43.775999999997836
68,10,1.0,integrated,False,True,53.35364340325296,43.65599999999785
69,10,1.0,integrated,False,True,54.3537905955431,43.94399999999782
70,10,1.0,integrated,False,True,53.16875528815393,43.60799999999786
71,10,1.0,integrated,False,True,53.28788923007097,43.53599999999786
72,10,1.0,integrated,False,True,53.59998774543835,43.82399999999783
73,10,1.0,integrated,False,True,53.62103742550951,43.70399999999785
74,10,1.0,integrated,False,True,54.10198511387176,43.991999999997816
75,10,1.0,integrated,False,True,54.20952079678608,43.63199999999785
76,10,1.0,integrated,False,True,54.19697612121894,44.183999999997795
77,10,1.0,integrated,False,True,54.50755323843001,44.159999999997794
78,10,1.0,integrated,False,True,53.659882705033695,43.79999999999784
79,10,1.0,integrated,False,True,53.24402601766455,43.63199999999785
80,10,1.0,integrated,False,True,53.7856432085617,43.63199999999785
81,10,1.0,integrated,False,True,52.971327640150115,43.65599999999785
82,10,1.0,integrated,False,True,53.23348959897569,43.65599999999785
83,10,1.0,integrated,False,True,53.836621472646925,43.67999999999785
84,10,1.0,integrated,False,True,53.571621343274586,43.55999999999786
85,10,1.0,integrated,False,True,53.55857875791315,43.72799999999784
86,10,1.0,integrated,False,True,53.38947202872758,43.63199999999785
87,10,1.0,integrated,False,True,52.79988713178544,43.43999999999787
88,10,1.0,integrated,False,True,56.03740924323725,44.1119999999978
89,10,1.0,integrated,False,True,53.85493047652287,43.67999999999785
90,10,1.0,integrated,False,True,53.826957170640945,43.82399999999783
91,10,1.0,integrated,False,True,53.48426720219495,43.60799999999786
92,10,1.0,integrated,False,True,53.34402962686167,43.67999999999785
93,10,1.0,integrated,False,True,54.45270441183614,44.087999999997805
94,10,1.0,integrated,False,True,53.51259179917275,43.67999999999785
95,10,1.0,integrated,False,True,54.10156856309305,43.70399999999785
96,10,1.0,integrated,False,True,53.83004636448947,43.75199999999784
97,10,1.0,integrated,False,True,53.49927092808247,43.70399999999785
98,10,1.0,integrated,False,True,53.16284351212734,43.53599999999786
99,10,1.0,integrated,False,True,53.563798411855956,43.55999999999786
100,10,1.0,integrated,False,True,54.03352636874628,43.871999999997826
101,10,1.0,integrated,False,True,54.076204927779884,43.79999999999784
102,10,1.0,integrated,False,True,53.676259462238804,43.871999999997826
103,10,1.0,integrated,False,True,53.71018714837589,43.72799999999784
104,10,1.0,integrated,False,True,53.32512924378598,43.65599999999785
105,10,1.0,integrated,False,True,53.693423614132804,43.72799999999784
106,10,1.0,integrated,False,True,53.05667023117867,43.63199999999785
107,10,1.0,integrated,False,True,53.16612183602024,43.55999999999786
108,10,1.0,integrated,False,True,53.27938253394761,43.65599999999785
109,10,1.0,integrated,False,True,53.496341901904216,43.65599999999785
110,10,1.0,integrated,False,True,53.89885639569949,43.775999999997836
111,10,1.0,integrated,False,True,53.18607770641378,43.53599999999786
112,10,1.0,integrated,False,True,53.56006260010617,43.67999999999785
113,10,1.0,integrated,False,True,53.16529940104435,43.65599999999785
114,10,1.0,integrated,False,True,53.533725416357,43.775999999997836
115,10,1.0,integrated,False,True,53.632229910402685,43.70399999999785
116,10,1.0,integrated,False,True,53.37501364665059,43.65599999999785
117,10,1.0,integrated,False,True,54.87099894339548,43.967999999997815
118,10,1.0,integrated,False,True,54.9233571259771,43.79999999999784
119,10,1.0,integrated,False,True,53.40400836211536,43.72799999999784
120,10,1.0,integrated,False,True,54.09256400406829,43.91999999999782
121,10,1.0,integrated,False,True,53.71675430910585,44.01599999999781
122,10,1.0,integrated,False,True,53.44042430527143,43.63199999999785
123,10,1.0,integrated,False,True,54.07476523153463,43.89599999999783
124,10,1.0,integrated,False,True,53.49465766814001,43.63199999999785
125,10,1.0,integrated,False,True,53.73243423440906,43.72799999999784
126,10,1.0,integrated,False,True,52.98474830567076,43.41599999999788
127,10,1.0,integrated,False,True,53.39298524077775,43.63199999999785
128,10,1.0,integrated,False,True,54.26760049865422,43.89599999999783
129,10,1.0,integrated,False,True,53.790351584000476,43.72799999999784
130,10,1.0,integrated,False,True,53.60254848775568,43.70399999999785
131,10,1.0,integrated,False,True,53.28259888709941,43.60799999999786
132,10,1.0,integrated,False,True,54.40578763852831,43.67999999999785
133,10,1.0,integrated,False,True,54.57977986617706,44.087999999997805
134,10,1.0,integrated,False,True,54.63526335017221,43.84799999999783
135,10,1.0,integrated,False,True,53.79648794546303,43.82399999999783
136,10,1.0,integrated,False,True,53.314878320250074,43.63199999999785
137,10,1.0,integrated,False,True,53.084987383443284,43.60799999999786
138,10,1.0,integrated,False,True,53.39980438804837,43.60799999999786
139,10,1.0,integrated,False,True,54.19169461041449,44.03999999999781
140,10,1.0,integrated,False,True,53.636117271923496,43.65599999999785
141,10,1.0,integrated,False,True,54.05049043271662,43.70399999999785
142,10,1.0,integrated,False,True,54.757408302081984,43.84799999999783
143,10,1.0,integrated,False,True,53.34560775430515,43.63199999999785
144,10,1.0,integrated,False,True,53.65160585345215,43.75199999999784
145,10,1.0,integrated,False,True,53.48741267126219,43.65599999999785
146,10,1.0,integrated,False,True,55.46418398292319,44.47199999999776
147,10,1.0,integrated,False,True,53.96777953624937,44.087999999997805
148,10,1.0,integrated,False,True,53.195008822220075,43.58399999999786
149,10,1.0,integrated,False,True,53.868098184327685,43.94399999999782
150,10,1.0,integrated,False,True,54.4576289457878,43.79999999999784
151,10,1.0,integrated,False,True,54.07582965916598,44.087999999997805
152,10,1.0,integrated,False,True,54.21509576879272,44.1119999999978
153,10,1.0,integrated,False,True,53.48802482876806,43.775999999997836
154,10,1.0,integrated,False,True,54.297339467786685,44.087999999997805
155,10,1.0,integrated,False,True,53.73628937659453,43.75199999999784
156,10,1.0,integrated,False,True,53.503808763328635,43.58399999999786
157,10,1.0,integrated,False,True,54.03856159452191,43.94399999999782
158,10,1.0,integrated,False,True,54.73878552411045,43.967999999997815
159,10,1.0,integrated,False,True,54.16406795125256,43.871999999997826
160,10,1.0,integrated,False,True,54.03493453266175,44.1119999999978
161,10,1.0,integrated,False,True,54.160103703693366,43.67999999999785
162,10,1.0,integrated,False,True,53.21757803205129,43.60799999999786
163,10,1.0,integrated,False,True,53.92072268457065,43.72799999999784
164,10,1.0,integrated,False,True,53.527755033093385,43.67999999999785
165,10,1.0,integrated,False,True,53.291560326631895,43.55999999999786
166,10,1.0,integrated,False,True,53.13694668348598,43.48799999999787
167,10,1.0,integrated,False,True,53.93071222367118,43.84799999999783
168,10,1.0,integrated,False,True,52.904047495211444,43.41599999999788
169,10,1.0,integrated,False,True,54.208168159346435,44.183999999997795
170,10,1.0,integrated,False,True,53.60804577888479,43.79999999999784
171,10,1.0,integrated,False,True,54.014098725722064,43.89599999999783
172,10,1.0,integrated,False,True,53.44116641395664,43.67999999999785
173,10,1.0,integrated,False,True,53.42586691216161,43.65599999999785
174,10,1.0,integrated,False,True,53.31347292119888,43.58399999999786
175,10,1.0,extinct,True,False,,
176,10,1.0,integrated,False,True,54.400958392580776,44.1359999999978
177,10,1.0,integrated,False,True,53.19222176371676,43.463999999997874
178,10,1.0,integrated,False,True,54.30138344412224,43.775999999997836
179,10,1.0,integrated,False,True,54.07300719685618,43.84799999999783
180,10,1.0,integrated,False,True,53.94673224718259,43.72799999999784
181,10,1.0,integrated,False,True,53.30342182082457,43.58399999999786
182,10,1.0,integrated,False,True,53.56746892513908,43.75199999999784
183,10,1.0,integrated,False,True,53.88782989205112,43.871999999997826
184,10,1.0,integrated,False,True,54.82251390046707,43.84799999999783
185,10,1.0,integrated,False,True,54.148587816752425,43.89599999999783
186,10,1.0,integrated,False,True,53.36713199284826,43.58399999999786
187,10,1.0,integrated,False,True,53.29852840856772,43.79999999999784
188,10,1.0,integrated,False,True,53.64109865095428,43.67999999999785
189,10,1.0,integrated,False,True,54.44272041324842,43.775999999997836
190,10,1.0,integrated,False,True,53.689977535361976,43.75199999999784
191,10,1.0,integrated,False,True,54.376140241929185,44.087999999997805
192,10,1.0,integrated,False,True,53.29372773725956,43.67999999999785
193,10,1.0,integrated,False,True,53.13618479202212,43.63199999999785
194,10,1.0,integrated,False,True,53.406787202149744,43.63199999999785
195,10,1.0,integrated,False,True,53.43150477824439,43.55999999999786
196,10,1.0,integrated,False,True,53.67170575764578,43.67999999999785
197,10,1.0,integrated,False,True,53.48184554779962,43.70399999999785
198,10,1.0,integrated,False,True,53.9465615378749,43.82399999999783
199,10,1.0,integrated,False,True,53.96010010925522,43.79999999999784
0,30,1.4771212547196624,integrated,False,True,34.19689822149068,22.176000000000016
1,30,1.4771212547196624,integrated,False,True,34.0188088367792,22.05600000000002
2,30,1.4771212547196624,integrated,False,True,34.11158755205814,21.984000000000016
3,30,1.4771212547196624,integrated,False,True,33.825090839397475,21.792000000000016
4,30,1.4771212547196624,integrated,False,True,34.153062017629864,22.200000000000017
5,30,1.4771212547196624,integrated,False,True,34.11423409733074,22.104000000000017
6,30,1.4771212547196624,integrated,False,True,34.032202209912384,22.05600000000002
7,30,1.4771212547196624,integrated,False,True,34.000022745045264,21.960000000000015
8,30,1.4771212547196624,integrated,False,True,34.602918251242286,22.944000000000017
9,30,1.4771212547196624,integrated,False,True,34.14197803867988,22.200000000000017
10,30,1.4771212547196624,integrated,False,True,33.9342226635345,21.840000000000018
11,30,1.4771212547196624,integrated,False,True,34.01362532319325,21.960000000000015
12,30,1.4771212547196624,integrated,False,True,34.018088763571676,22.008000000000017
13,30,1.4771212547196624,integrated,False,True,53.002819675086755,43.53599999999786
14,30,1.4771212547196624,integrated,False,True,33.888761481746826,21.840000000000018
15,30,1.4771212547196624,integrated,False,True,34.295828043448566,22.512000000000018
16,30,1.4771212547196624,integrated,False,True,34.27248444032705,22.416000000000018
17,30,1.4771212547196624,integrated,False,True,34.06537574634277,21.984000000000016
18,30,1.4771212547196624,integrated,False,True,34.7294486206385,23.20800000000002
19,30,1.4771212547196624,integrated,False,True,34.01988178551919,22.104000000000017
20,30,1.4771212547196624,integrated,False,True,34.36756222948795,22.512000000000018
21,30,1.4771212547196624,integrated,False,True,34.265623437519096,22.344000000000015
22,30,1.4771212547196624,integrated,False,True,34.00136246995733,21.936000000000018
23,30,1.4771212547196624,integrated,False,True,34.17381098565691,22.224000000000018
24,30,1.4771212547196624,integrated,False,True,34.144935048210854,22.152000000000015
25,30,1.4771212547196624,integrated,False,True,52.81223297903559,43.51199999999787
26,30,1.4771212547196624,integrated,False,True,34.09247793369744,22.176000000000016
27,30,1.4771212547196624,integrated,False,True,34.465753994514,22.536000000000016
28,30,1.4771212547196624,integrated,False,True,34.018749499403384,21.912000000000017
29,30,1.4771212547196624,integrated,False,True,34.00193769807233,22.008000000000017
30,30,1.4771212547196624,integrated,False,True,34.18468286377855,22.24800000000002
31,30,1.4771212547196624,integrated,False,True,34.141700858426574,22.152000000000015
32,30,1.4771212547196624,integrated,False,True,33.7442511550842,21.768000000000015
33,30,1.4771212547196624,integrated,False,True,34.16742333119124,22.200000000000017
34,30,1.4771212547196624,integrated,False,True,34.045282387089465,21.984000000000016
35,30,1.4771212547196624,integrated,False,True,34.00726704225083,21.888000000000016
36,30,1.4771212547196624,integrated,False,True,34.40591647654712,22.752000000000017
37,30,1.4771212547196624,integrated,False,True,34.52244997748918,22.920000000000016
38,30,1.4771212547196624,integrated,False,True,34.1375069833287,22.128000000000018
39,30,1.4771212547196624,integrated,False,True,34.04806518645843,22.032000000000018
40,30,1.4771212547196624,integrated,False,True,34.03233339325478,22.008000000000017
41,30,1.4771212547196624,integrated,False,True,33.93287797908155,21.960000000000015
42,30,1.4771212547196624,integrated,False,True,33.95366964808717,21.888000000000016
43,30,1.4771212547196624,integrated,False,True,33.922468690116354,21.768000000000015
44,30,1.4771212547196624,integrated,False,True,33.95127436901533,21.912000000000017
45,30,1.4771212547196624,integrated,False,True,33.96680091575795,21.960000000000015
46,30,1.4771212547196624,integrated,False,True,34.07650200575377,22.152000000000015
47,30,1.4771212547196624,integrated,False,True,34.25716062140788,22.488000000000017
48,30,1.4771212547196624,integrated,False,True,34.447013910970576,22.512000000000018
49,30,1.4771212547196624,integrated,False,True,34.00371634574971,21.936000000000018
50,30,1.4771212547196624,integrated,False,True,34.122779666054605,22.296000000000017
51,30,1.4771212547196624,integrated,False,True,33.940071562232916,21.816000000000017
52,30,1.4771212547196624,integrated,False,True,34.25402173309332,22.320000000000018
53,30,1.4771212547196624,integrated,False,True,33.899689297973055,21.744000000000018
54,30,1.4771212547196624,integrated,False,True,35.161384378610705,23.808000000000018
55,30,1.4771212547196624,integrated,False,True,33.93263040292768,21.816000000000017
56,30,1.4771212547196624,integrated,False,True,34.38273447262371,22.464000000000016
57,30,1.4771212547196624,integrated,False,True,53.021651165658724,43.48799999999787
58,30,1.4771212547196624,integrated,False,True,34.12572255010369,22.080000000000016
59,30,1.4771212547196624,integrated,False,True,33.99510868738171,21.984000000000016
60,30,1.4771212547196624,integrated,False,True,34.24447112900226,22.200000000000017
61,30,1.4771212547196624,integrated,False,True,53.18176190143921,43.70399999999785
62,30,1.4771212547196624,integrated,False,True,34.098457419664726,22.080000000000016
63,30,1.4771212547196624,integrated,False,True,34.083549133403096,22.152000000000015
64,30,1.4771212547196624,integrated,False,True,33.963908564757446,21.840000000000018
65,30,1.4771212547196624,integrated,False,True,34.74740827375187,22.944000000000017
66,30,1.4771212547196624,integrated,False,True,34.06694279958123,22.008000000000017
67,30,1.4771212547196624,integrated,False,True,34.35444278076686,22.416000000000018
68,30,1.4771212547196624,integrated,False,True,34.06444242949512,22.05600000000002
69,30,1.4771212547196624,integrated,False,True,34.01452798031919,22.032000000000018
70,30,1.4771212547196624,integrated,False,True,34.18473458338331,22.176000000000016
71,30,1.4771212547196624,integrated,False,True,34.35136457331388,22.512000000000018
72,30,1.4771212547196624,integrated,False,True,34.34946385164971,22.584000000000017
73,30,1.4771212547196624,integrated,False,True,34.10055989567392,22.080000000000016
74,30,1.4771212547196624,integrated,False,True,34.05301814395081,22.080000000000016
75,30,1.4771212547196624,integrated,False,True,33.874476552805476,21.840000000000018
76,30,1.4771212547196624,integrated,False,True,34.215785685772474,22.320000000000018
77,30,1.4771212547196624,integrated,False,True,34.28163024631081,22.344000000000015
78,30,1.4771212547196624,integrated,False,True,33.983690883215225,21.888000000000016
79,30,1.4771212547196624,integrated,False,True,34.08768937416874,22.152000000000015
80,30,1.4771212547196624,integrated,False,True,34.04541580883336,22.05600000000002
81,30,1.4771212547196624,integrated,False,True,34.12717077036468,22.152000000000015
82,30,1.4771212547196624,integrated,False,True,33.897675355328154,21.840000000000018
83,30,1.4771212547196624,integrated,False,True,33.98155757076738,22.008000000000017
84,30,1.4771212547196624,integrated,False,True,33.938876627674546,22.008000000000017
85,30,1.4771212547196624,integrated,False,True,34.12396652436407,22.272000000000016
86,30,1.4771212547196624,integrated,False,True,33.98932848220721,22.05600000000002
87,30,1.4771212547196624,integrated,False,True,34.10244063067542,22.176000000000016
88,30,1.4771212547196624,integrated,False,True,33.982222663534515,21.888000000000016
89,30,1.4771212547196624,integrated,False,True,34.470030209714984,22.560000000000016
90,30,1.4771212547196624,integrated,False,True,34.01808853627931,21.888000000000016
91,30,1.4771212547196624,integrated,False,True,33.897375746342796,21.816000000000017
92,30,1.4771212547196624,integrated,False,True,34.3007374900372,22.344000000000015
93,30,1.4771212547196624,integrated,False,True,34.097269308833425,22.05600000000002
94,30,1.4771212547196624,integrated,False,True,33.91851598388532,21.888000000000016
95,30,1.4771212547196624,integrated,False,True,34.273860219476944,22.368000000000016
96,30,1.4771212547196624,integrated,False,True,34.00122222533301,22.008000000000017
97,30,1.4771212547196624,integrated,False,True,33.94030860434235,21.792000000000016
98,30,1.4771212547196624,integrated,False,True,34.12545865222902,22.05600000000002
99,30,1.4771212547196624,integrated,False,True,33.83834574379429,21.816000000000017
100,30,1.4771212547196624,integrated,False,True,34.29096799340408,22.24800000000002
101,30,1.4771212547196624,integrated,False,True,34.221905303656094,22.296000000000017
102,30,1.4771212547196624,integrated,False,True,34.115553668938404,22.05600000000002
103,30,1.4771212547196624,integrated,False,True,34.106518782423336,22.24800000000002
104,30,1.4771212547196624,integrated,False,True,34.08251628624653,22.176000000000016
105,30,1.4771212547196624,integrated,False,True,34.03887883586569,22.104000000000017
106,30,1.4771212547196624,integrated,False,True,34.000935048210884,22.008000000000017
107,30,1.4771212547196624,integrated,False,True,33.975960024372725,22.008000000000017
108,30,1.4771212547196624,integrated,False,True,34.16909071827161,22.24800000000002
109,30,1.4771212547196624,integrated,False,True,34.077055093903,22.152000000000015
110,30,1.4771212547196624,integrated,False,True,34.0792782694046,22.032000000000018
111,30,1.4771212547196624,integrated,False,True,34.00259409154294,22.104000000000017
112,30,1.4771212547196624,integrated,False,True,33.9895130003734,21.816000000000017
113,30,1.4771212547196624,integrated,False,True,33.94407663404963,21.792000000000016
114,30,1.4771212547196624,integrated,False,True,34.01852642388255,22.008000000000017
115,30,1.4771212547196624,integrated,False,True,34.09037914227561,22.080000000000016
116,30,1.4771212547196624,integrated,False,True,33.96777010998563,21.888000000000016
117,30,1.4771212547196624,integrated,False,True,34.13790723591053,22.152000000000015
118,30,1.4771212547196624,integrated,False,True,33.999562835871295,22.032000000000018
119,30,1.4771212547196624,integrated,False,True,34.026699817846904,22.032000000000018
120,30,1.4771212547196624,integrated,False,True,34.11962698002161,22.05600000000002
121,30,1.4771212547196624,integrated,False,True,34.01347376073109,21.960000000000015
122,30,1.4771212547196624,integrated,False,True,33.92487891961998,21.816000000000017
123,30,1.4771212547196624,integrated,False,True,34.019882405217096,22.008000000000017
124,30,1.4771212547196624,integrated,False,True,34.29152679634892,22.488000000000017
125,30,1.4771212547196624,integrated,False,True,34.15678008305554,22.392000000000017
126,30,1.4771212547196624,integrated,False,True,34.09741935372179,22.05600000000002
127,30,1.4771212547196624,integrated,False,True,33.95432400071742,21.840000000000018
128,30,1.4771212547196624,integrated,False,True,34.04843758395313,22.05600000000002
129,30,1.4771212547196624,integrated,False,True,34.09741935372179,22.05600000000002
130,30,1.4771212547196624,integrated,False,True,34.06101827652337,22.008000000000017
131,30,1.4771212547196624,integrated,False,True,34.12489901852042,22.128000000000018
132,30,1.4771212547196624,integrated,False,True,33.931607196681945,21.912000000000017
133,30,1.4771212547196624,integrated,False,True,33.93878206366704,21.86400000000002
134,30,1.4771212547196624,integrated,False,True,33.884858399801274,21.744000000000018
135,30,1.4771212547196624,integrated,False,True,34.261286872065696,22.296000000000017
136,30,1.4771212547196624,integrated,False,True,34.03596026631106,22.05600000000002
137,30,1.4771212547196624,integrated,False,True,33.9982076223217,21.888000000000016
138,30,1.4771212547196624,integrated,False,True,33.80740981718169,21.792000000000016
139,30,1.4771212547196624,integrated,False,True,34.24999138405109,22.344000000000015
140,30,1.4771212547196624,integrated,False,True,33.99758832559554,21.936000000000018
141,30,1.4771212547196624,integrated,False,True,34.17930336841374,22.128000000000018
142,30,1.4771212547196624,integrated,False,True,34.23201029454414,22.272000000000016
143,30,1.4771212547196624,integrated,False,True,33.99362869895212,21.888000000000016
144,30,1.4771212547196624,integrated,False,True,33.930496960097194,21.792000000000016
145,30,1.4771212547196624,integrated,False,True,52.72370924229549,43.39199999999788
146,30,1.4771212547196624,integrated,False,True,34.17113780979527,22.24800000000002
147,30,1.4771212547196624,integrated,False,True,34.638316335740384,23.01600000000002
148,30,1.4771212547196624,integrated,False,True,33.955416733067096,21.792000000000016
149,30,1.4771212547196624,integrated,False,True,34.49258394927596,22.63200000000002
150,30,1.4771212547196624,integrated,False,True,34.42094732093003,22.752000000000017
151,30,1.4771212547196624,integrated,False,True,34.07256544031533,21.984000000000016
152,30,1.4771212547196624,integrated,False,True,33.9517802057196,21.888000000000016
153,30,1.4771212547196624,integrated,False,True,34.029458652228946,21.960000000000015
154,30,1.4771212547196624,integrated,False,True,34.19599099737763,22.200000000000017
155,30,1.4771212547196624,integrated,False,True,34.36985237682546,22.584000000000017
156,30,1.4771212547196624,integrated,False,True,34.21778343500885,22.320000000000018
157,30,1.4771212547196624,integrated,False,True,34.119645891412404,22.296000000000017
158,30,1.4771212547196624,integrated,False,True,34.189200684570366,22.080000000000016
159,30,1.4771212547196624,integrated,False,True,34.08174809809632,21.960000000000015
160,30,1.4771212547196624,integrated,False,True,34.27587734518354,22.368000000000016
161,30,1.4771212547196624,integrated,False,True,33.995230812454125,21.888000000000016
162,30,1.4771212547196624,integrated,False,True,34.199437583176106,22.344000000000015
163,30,1.4771212547196624,integrated,False,True,34.165985953755076,22.176000000000016
164,30,1.4771212547196624,integrated,False,True,34.22382787821521,22.296000000000017
165,30,1.4771212547196624,integrated,False,True,34.22729946852294,22.392000000000017
166,30,1.4771212547196624,integrated,False,True,34.013355484539055,21.984000000000016
167,30,1.4771212547196624,integrated,False,True,53.33505111379435,43.63199999999785
168,30,1.4771212547196624,integrated,False,True,33.92159642967419,21.792000000000016
169,30,1.4771212547196624,integrated,False,True,34.107447688703395,22.224000000000018
170,30,1.4771212547196624,integrated,False,True,33.85810204822973,21.888000000000016
171,30,1.4771212547196624,integrated,False,True,34.132673742059595,22.200000000000017
172,30,1.4771212547196624,integrated,False,True,34.06242983390982,22.008000000000017
173,30,1.4771212547196624,integrated,False,True,34.07714985585364,22.008000000000017
174,30,1.4771212547196624,integrated,False,True,34.05008087139979,22.05600000000002
175,30,1.4771212547196624,integrated,False,True,34.192174256657935,22.200000000000017
176,30,1.4771212547196624,integrated,False,True,34.27779956657916,22.24800000000002
177,30,1.4771212547196624,integrated,False,True,34.55109763066656,22.920000000000016
178,30,1.4771212547196624,integrated,False,True,33.88412312715242,21.792000000000016
179,30,1.4771212547196624,integrated,False,True,34.055890914529854,22.032000000000018
180,30,1.4771212547196624,integrated,False,True,34.02377206355597,22.008000000000017
181,30,1.4771212547196624,integrated,False,True,33.886822522689215,21.960000000000015
182,30,1.4771212547196624,integrated,False,True,33.975976652655945,21.840000000000018
183,30,1.4771212547196624,integrated,False,True,34.060071562233,21.936000000000018
184,30,1.4771212547196624,integrated,False,True,34.02684297551498,22.032000000000018
185,30,1.4771212547196624,integrated,False,True,34.14284847370326,22.416000000000018
186,30,1.4771212547196624,integrated,False,True,33.94454948525779,21.86400000000002
187,30,1.4771212547196624,integrated,False,True,34.00340854415639,21.936000000000018
188,30,1.4771212547196624,integrated,False,True,34.04793349057225,21.984000000000016
189,30,1.4771212547196624,integrated,False,True,34.004223044786336,22.104000000000017
190,30,1.4771212547196624,integrated,False,True,34.005612693592006,21.936000000000018
191,30,1.4771212547196624,integrated,False,True,33.97546350633503,21.888000000000016
192,30,1.4771212547196624,integrated,False,True,34.12183053954115,22.224000000000018
193,30,1.4771212547196624,integrated,False,True,34.114963067697495,22.104000000000017
194,30,1.4771212547196624,integrated,False,True,34.32361454601306,22.416000000000018
195,30,1.4771212547196624,integrated,False,True,34.04022254038392,22.008000000000017
196,30,1.4771212547196624,integrated,False,True,34.13002662714795,22.44000000000002
197,30,1.4771212547196624,integrated,False,True,33.987383250530925,21.960000000000015
198,30,1.4771212547196624,integrated,False,True,52.969747356988066,43.55999999999786
199,30,1.4771212547196624,integrated,False,True,34.07538501961018,22.152000000000015
0,100,2.0,integrated,False,True,33.5338317609884,21.696000000000016
1,100,2.0,integrated,False,True,33.603577459797584,21.720000000000017
2,100,2.0,integrated,False,True,33.671618253480474,21.696000000000016
3,100,2.0,integrated,False,True,33.69966742952818,21.648000000000017
4,100,2.0,integrated,False,True,33.62160335542447,21.648000000000017
5,100,2.0,integrated,False,True,33.764577137636806,21.720000000000017
6,100,2.0,integrated,False,True,33.71193232481127,21.67200000000002
7,100,2.0,integrated,False,True,33.71540152221733,21.624000000000017
8,100,2.0,integrated,False,True,33.64214755848164,21.67200000000002
9,100,2.0,integrated,False,True,33.690729432525934,21.744000000000018
10,100,2.0,integrated,False,True,33.71849421099168,21.648000000000017
11,100,2.0,integrated,False,True,33.74877513277609,21.696000000000016
12,100,2.0,integrated,False,True,33.803499136610604,21.792000000000016
13,100,2.0,integrated,False,True,33.648788111528006,21.720000000000017
14,100,2.0,integrated,False,True,33.8263086260836,21.792000000000016
15,100,2.0,integrated,False,True,33.5988272089402,21.720000000000017
16,100,2.0,integrated,False,True,33.78563154952091,21.768000000000015
17,100,2.0,integrated,False,True,33.74938321062584,21.696000000000016
18,100,2.0,integrated,False,True,33.681965086591,21.648000000000017
19,100,2.0,integrated,False,True,33.597120604043766,21.720000000000017
20,100,2.0,integrated,False,True,33.67307220781562,21.696000000000016
21,100,2.0,integrated,False,True,33.72117468518185,21.696000000000016
22,100,2.0,integrated,False,True,33.546044676458756,21.648000000000017
23,100,2.0,integrated,False,True,33.59908264137184,21.720000000000017
24,100,2.0,integrated,False,True,33.69132289338741,21.744000000000018
25,100,2.0,integrated,False,True,33.683788247439566,21.768000000000015
26,100,2.0,integrated,False,True,33.70596508659107,21.67200000000002
27,100,2.0,integrated,False,True,33.7175221762083,21.648000000000017
28,100,2.0,integrated,False,True,33.78875032112757,21.720000000000017
29,100,2.0,integrated,False,True,33.561253985134414,21.67200000000002
30,100,2.0,integrated,False,True,33.74303593347556,21.696000000000016
31,100,2.0,integrated,False,True,33.39613236299732,21.696000000000016
32,100,2.0,integrated,False,True,33.69997069665597,21.648000000000017
33,100,2.0,integrated,False,True,33.53178577437241,21.67200000000002
34,100,2.0,integrated,False,True,33.61099185246699,21.648000000000017
35,100,2.0,integrated,False,True,33.74548033489649,21.67200000000002
36,100,2.0,integrated,False,True,33.73870145305089,21.67200000000002
37,100,2.0,integrated,False,True,33.579747741288315,21.67200000000002
38,100,2.0,integrated,False,True,33.696790542139915,21.720000000000017
39,100,2.0,integrated,False,True,33.65632513486153,21.67200000000002
40,100,2.0,integrated,False,True,33.54397535411514,21.696000000000016
41,100,2.0,integrated,False,True,33.627516020352445,21.648000000000017
42,100,2.0,integrated,False,True,33.75830922643512,21.696000000000016
43,100,2.0,integrated,False,True,33.74057713763686,21.696000000000016
44,100,2.0,integrated,False,True,33.643596057545395,21.696000000000016
45,100,2.0,integrated,False,True,33.63828605764041,21.67200000000002
46,100,2.0,integrated,False,True,33.61726424806725,21.720000000000017
47,100,2.0,integrated,False,True,33.757130926138764,21.67200000000002
48,100,2.0,integrated,False,True,33.637533731576674,21.744000000000018
49,100,2.0,integrated,False,True,33.64087379766961,21.744000000000018
50,100,2.0,integrated,False,True,33.523916815938485,21.624000000000017
51,100,2.0,integrated,False,True,33.71721220789428,21.648000000000017
52,100,2.0,integrated,False,True,33.588564890548284,21.67200000000002
53,100,2.0,integrated,False,True,33.76524921913379,21.744000000000018
54,100,2.0,integrated,False,True,33.719186877318606,21.67200000000002
55,100,2.0,integrated,False,True,33.7650246379519,21.67200000000002
56,100,2.0,integrated,False,True,33.735032932807925,21.696000000000016
57,100,2.0,integrated,False,True,33.6820754563393,21.696000000000016
58,100,2.0,integrated,False,True,33.60902840380971,21.696000000000016
59,100,2.0,integrated,False,True,33.717330884639765,21.67200000000002
60,100,2.0,integrated,False,True,33.605809768238444,21.720000000000017
61,100,2.0,integrated,False,True,33.616018305303946,21.744000000000018
62,100,2.0,integrated,False,True,33.70367993491253,21.624000000000017
63,100,2.0,integrated,False,True,33.818455725076376,21.744000000000018
64,100,2.0,integrated,False,True,33.78902944480275,21.744000000000018
65,100,2.0,integrated,False,True,33.719791370522636,21.67200000000002
66,100,2.0,integrated,False,True,33.68255451583697,21.67200000000002
