time_h,E_PEP_V0_1,P_int_V0_1,E_PEP_V0_3,P_int_V0_3,E_PEP_V0_10,P_int_V0_10,E_PEP_V0_30,P_int_V0_30,E_PEP_V0_100,P_int_V0_100,E_PEP_V0_300,P_int_V0_300,E_PEP_V0_1000,P_int_V0_1000,E_PEP_V0_3000,P_int_V0_3000,E_PEP_V0_10000,P_int_V0_10000
73.5,0.014035087719298234,0.9719298245614035,0.007987220447284338,0.9840255591054313,0.0039855072463767845,0.994824016563147,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
74.0,0.014035087719298234,0.9719298245614035,0.007987220447284338,0.9840255591054313,0.0039855072463767845,0.994824016563147,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
74.5,0.014035087719298234,0.9719298245614035,0.007987220447284338,0.9840255591054313,0.0039855072463767845,0.994824016563147,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
75.0,0.014035087719298234,0.9719298245614035,0.007987220447284338,0.9840255591054313,0.0039855072463767845,0.994824016563147,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
75.5,0.014035087719298234,0.9719298245614035,0.007987220447284338,0.9840255591054313,0.0039855072463767845,0.994824016563147,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
76.0,0.010526315789473661,0.9789473684210527,0.005591054313099031,0.9888178913738019,0.003467908902691474,0.9958592132505176,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
76.5,0.010526315789473661,0.9789473684210527,0.003993610223642197,0.9920127795527156,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
77.0,0.007017543859649145,0.9859649122807017,0.0015974440894568898,0.9968051118210862,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
77.5,0.0052631578947368585,0.9894736842105263,0.0015974440894568898,0.9968051118210862,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
78.0,0.0017543859649122862,0.9964912280701754,0.0007987220447284171,0.9984025559105432,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
78.5,0.0017543859649122862,0.9964912280701754,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
79.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
79.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
80.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
80.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
81.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
81.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
82.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
82.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
83.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
83.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
84.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
84.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
85.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
85.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
86.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
86.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
87.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
87.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
88.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
88.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
89.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
89.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
90.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
90.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
91.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
91.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
92.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
92.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
93.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
93.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
94.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
94.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
95.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
95.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
96.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
96.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
97.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
97.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
98.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
98.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
99.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
99.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
100.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
100.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
101.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
101.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
102.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
102.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
103.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
103.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
104.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
104.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
105.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
105.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
106.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
106.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
107.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
107.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
108.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
108.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
109.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
109.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
110.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
110.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
111.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
111.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
112.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
112.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
113.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
113.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
114.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
114.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
115.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
115.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
116.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
116.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
117.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
117.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
118.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
118.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
119.0,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
119.5,0.0,1.0,0.0,1.0,0.0029503105590061637,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
120.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
120.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
121.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
121.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
122.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
122.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
123.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
123.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
124.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
124.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
125.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
125.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
126.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
126.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
127.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
127.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
128.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
128.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
129.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
129.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
130.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
130.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
131.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
131.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
132.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
132.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
133.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
133.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
134.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
134.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
135.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
135.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
136.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
136.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
137.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
137.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
138.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
138.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
139.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
139.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
140.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
140.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
141.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
141.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
142.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
142.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
143.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
143.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
144.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
144.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
145.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
145.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
146.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
146.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
147.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
147.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
148.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
148.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
149.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
149.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
150.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
150.5,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
151.0,0.0,1.0,0.0,1.0,0.0015527950310558758,0.9968944099378882,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
